,Company,TypeName,Cpu,Ram,Gpu,OpSys,Weight,Price,ppi,IPS,TouchScreen
1167,Lenovo,Notebook,Intel Core i3,4,Nvidia GeForce,Windows 10,2.2,41750,141.0,0,0
1168,HP,Notebook,Other Intel Processor,2,Intel HD,Windows 10,1.44,22213,112.0,0,0
1169,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.2,74847,141.0,1,0
1170,HP,Notebook,Intel Core i7,8,Intel HD,Windows 10,1.96,60574,141.0,0,0
1171,HP,Notebook,Intel Core i7,16,Intel UHD,Windows 10,2.1,103394,141.0,0,0
1172,Asus,Notebook,Other Intel Processor,4,Intel HD,Windows 10,2.2,32918,100.0,0,0
1173,Lenovo,Notebook,Intel Core i5,4,Intel HD,No OS,2.1,35506,100.0,0,0
1174,Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,No OS,2.2,63250,141.0,0,0
1175,Asus,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.0,68602,157.0,0,0
1176,Lenovo,Notebook,Intel Core i7,4,Intel HD,Windows 7,2.32,73598,141.0,0,0
1177,Lenovo,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,3.31,116419,141.0,1,0
1178,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,1.91,192102,141.0,0,0
1179,HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.07,57986,100.0,0,0
1180,Lenovo,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.36,146037,210.0,1,1
1181,Lenovo,Ultrabook,Intel Core i7,6,Nvidia GeForce,Windows 10,1.54,74134,141.0,0,0
1182,Dell,Notebook,Intel Core i7,8,Nvidia GeForce,Linux,1.98,79844,141.0,0,0
1183,Acer,Notebook,Other Intel Processor,4,Intel HD,Windows 10,2.1,29707,100.0,0,0
1184,HP,Notebook,Intel Core i7,6,Nvidia GeForce,Windows 10,2.18,71279,141.0,1,0
1185,Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.591,81092,141.0,1,0
1186,Dell,2 in 1 Convertible,Intel Core i7,16,Intel HD,Windows 10,2.09,105179,141.0,0,1
1187,Acer,Notebook,Intel Core i5,4,Nvidia GeForce,Windows 10,2.23,61644,141.0,0,0
1188,Dell,Ultrabook,Intel Core i5,8,Intel HD,Linux,1.23,98042,276.0,0,1
1189,Acer,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.2,231857,127.0,1,0
1190,Lenovo,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.4,73063,141.0,1,0
1192,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.86,43267,100.0,0,0
1194,Dell,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.6,106963,166.0,1,1
1195,HP,Notebook,Intel Core i7,12,Nvidia GeForce,Windows 10,2.21,118382,141.0,1,0
1196,Lenovo,Notebook,Intel Core i3,4,AMD Radeon,No OS,1.9,32829,100.0,0,0
1197,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.3,191802,127.0,1,0
1198,Acer,Notebook,Other Intel Processor,4,Intel HD,Linux,2.1,24265,100.0,0,0
1199,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.43,182782,127.0,0,0
1200,Dell,Notebook,Intel Core i3,4,AMD Radeon,Windows 10,2.3,44516,100.0,0,0
1201,Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,No OS,2.2,56113,100.0,0,0
1202,Dell,2 in 1 Convertible,Intel Core i7,16,Intel UHD,Windows 10,2.0,114635,141.0,0,1
1203,Dell,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.2,239083,276.0,0,1
1204,Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.2,104286,141.0,0,0
1205,Dell,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,2.36,79308,141.0,0,0
1206,HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.91,51653,100.0,0,0
1207,Lenovo,Notebook,AMD E-Series,4,AMD Radeon,Windows 10,2.2,26674,100.0,0,0
1208,Acer,Notebook,Intel Core i3,8,Nvidia GeForce,Windows 10,3.3,56113,106.0,0,0
1209,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.2,218475,141.0,0,0
1211,Asus,Notebook,Intel Core i7,16,Nvidia GeForce,Windows 10,2.2,156028,141.0,0,0
1212,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.43,173869,127.0,1,0
1213,Dell,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,2.191,89121,141.0,1,1
1214,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.9,173870,127.0,0,0
1215,Acer,Netbook,Other Intel Processor,2,Intel HD,Chrome OS,1.3,15523,135.0,0,0
1216,Acer,Notebook,Intel Core i3,4,Nvidia GeForce,Windows 10,3.3,53348,106.0,0,0
1217,Lenovo,Notebook,Intel Core i5,8,Intel HD,No OS,2.8,48084,106.0,0,0
1218,Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.6,113475,141.0,1,0
1219,Acer,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.2,102502,157.0,1,1
1220,Lenovo,Notebook,Intel Core i7,8,Intel HD,Windows 10,2.3,136402,141.0,1,0
1221,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.2,131684,141.0,0,0
1222,HP,Notebook,AMD A-Series,6,AMD Radeon,Windows 10,2.1,47192,141.0,0,0
1223,Dell,Ultrabook,Intel Core i5,8,Intel HD,Windows 7,1.26,152850,176.0,0,1
1225,Asus,Notebook,Other Intel Processor,4,Intel HD,Windows 10,2.65,27566,100.0,0,0
1226,Dell,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.29,131763,276.0,0,1
1227,Dell,Notebook,Intel Core i5,4,Intel HD,Linux,2.18,46555,100.0,0,0
1228,Lenovo,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.6,91797,141.0,1,1
1229,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.2,102502,141.0,0,0
1230,Lenovo,Netbook,Intel Core i7,16,Intel HD,Windows 10,1.3,147196,176.0,1,1
1232,Dell,Notebook,Intel Core i3,8,Intel HD,Windows 10,2.3,41840,100.0,0,1
1233,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.7,142558,127.0,0,0
1234,Apple,Ultrabook,Intel Core i5,4,Intel HD,mac OS,1.08,85552,135.0,0,0
1235,HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.1,42642,141.0,0,0
1236,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 7,1.54,196101,210.0,0,0
1237,Dell,Notebook,Intel Core i5,4,Intel HD,Windows 7,2.24,65748,100.0,0,0
1238,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.3,104286,141.0,0,0
1239,Lenovo,Notebook,Intel Core i7,16,Intel HD,Windows 10,1.4,133726,166.0,1,0
1240,Lenovo,Notebook,AMD A-Series,6,AMD Radeon,Windows 10,2.2,53309,141.0,0,0
1241,Asus,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.45,114189,166.0,0,0
1242,Acer,Notebook,Intel Core i3,4,Intel HD,Linux,2.4,32276,100.0,0,0
1243,Dell,2 in 1 Convertible,Intel Core i7,16,Nvidia GeForce,Windows 10,2.77,160489,127.0,0,1
1244,HP,Notebook,Intel Core i5,4,Intel HD,Windows 7,1.54,98130,157.0,0,0
1245,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.5,142736,141.0,1,0
1246,Dell,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.6,78059,112.0,0,0
1247,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.34,207413,141.0,1,0
1248,Lenovo,Notebook,Intel Core i5,8,Intel HD,No OS,2.3,51117,141.0,1,0
1249,Dell,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.24,161738,276.0,0,1
1250,Dell,Notebook,Other Intel Processor,4,Intel HD,Linux,2.2,28904,100.0,0,0
1251,HP,Notebook,AMD A-Series,4,AMD Radeon,Windows 10,1.86,35595,100.0,0,0
1252,Lenovo,Notebook,Intel Core i3,6,Nvidia GeForce,Windows 10,2.4,50760,141.0,0,0
1253,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.9,95633,157.0,1,0
1254,Dell,Notebook,Other Intel Processor,4,Intel HD,Windows 10,2.2,39608,100.0,0,0
1255,Asus,Notebook,Other Intel Processor,4,Intel HD,Windows 10,2.0,30242,100.0,0,0
1256,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.0,169499,127.0,1,0
1257,Dell,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.29,43713,100.0,0,0
1258,Lenovo,Notebook,Intel Core i7,8,AMD Radeon,Windows 7,2.32,79843,141.0,0,0
1259,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.4,109639,141.0,0,0
1260,Lenovo,2 in 1 Convertible,Intel Core i5,4,Intel HD,Windows 10,1.8,74313,157.0,0,1
1261,Asus,Ultrabook,Other Intel Processor,8,Intel HD,Windows 10,1.2,65034,166.0,1,0
1262,Dell,Notebook,Intel Core i3,6,Intel HD,Windows 10,2.3,40947,100.0,0,0
1263,Acer,Notebook,Other Intel Processor,4,Intel HD,Linux,2.4,25782,100.0,0,0
1264,Dell,Notebook,Other Intel Processor,2,Intel HD,Windows 10,2.2,33811,100.0,0,0
1265,Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.6,80200,141.0,1,0
1266,HP,Notebook,AMD A-Series,6,AMD Radeon,Windows 10,2.04,49065,141.0,0,0
1267,Dell,Notebook,Intel Core i7,8,AMD Radeon,Linux,2.3,71902,100.0,0,0
1268,HP,Netbook,Other Intel Processor,2,Intel HD,Windows 10,1.17,18645,135.0,0,0
1269,Asus,Notebook,Intel Core i7,4,Nvidia GeForce,Windows 10,2.2,64260,100.0,0,0
1270,Lenovo,2 in 1 Convertible,Intel Core i7,4,Intel HD,Windows 10,1.8,56916,157.0,1,1
1271,Lenovo,2 in 1 Convertible,Intel Core i7,16,Intel HD,Windows 10,1.3,133726,276.0,1,1
1272,Lenovo,Notebook,Other Intel Processor,2,Intel HD,Windows 10,1.5,20429,112.0,0,0
1273,HP,Notebook,Intel Core i7,6,AMD Radeon,Windows 10,2.19,68156,100.0,0,0
